"1714767884.167","16",
"1714767884.169","16",
"1714767884.171","16",
"1714767884.173","17",
"1714767884.175","16",
"1714767884.178","17",
"1714767884.179","17",
"1714767884.181","17",
"1714767884.183","16",
"1714767884.185","16",
"1714767884.187","17",
"1714767884.19","17",
"1714767884.192","17",
"1714767884.194","17",
"1714767884.196","17",
"1714767884.198","17",
"1714767884.2","17",
"1714767884.202","17",
"1714767884.204","17",
"1714767884.206","17",
"1714767884.208","17",
"1714767884.211","17",
"1714767884.213","17",
"1714767884.215","17",
"1714767884.217","17",
"1714767884.219","17",
"1714767884.221","17",
"1714767884.223","17",
"1714767884.225","17",
"1714767884.228","18",
"1714767884.229","17",
"1714767884.232","17",
"1714767884.234","17",
"1714767884.236","18",
"1714767884.238","17",
"1714767884.24","18",
"1714767884.242","17",
"1714767884.244","18",
"1714767884.246","17",
"1714767884.248","17",
"1714767884.25","17",
"1714767884.252","17",
"1714767884.254","17",
"1714767884.256","18",
"1714767884.259","17",
"1714767884.261","18",
"1714767884.263","18",
"1714767884.265","18",
"1714767884.267","18",
"1714767884.269","18",
"1714767884.271","18",
"1714767884.273","17",
"1714767884.275","17",
"1714767884.277","18",
"1714767884.279","17",
"1714767884.282","18",
"1714767884.284","18",
"1714767884.286","18",
"1714767884.288","18",
"1714767884.29","18",
"1714767884.292","18",
"1714767884.294","18",
"1714767884.297","18",
"1714767884.298","18",
"1714767884.301","18",
"1714767884.303","18",
"1714767884.305","18",
"1714767884.307","18",
"1714767884.309","18",
"1714767884.311","18",
"1714767884.313","18",
"1714767884.315","18",
"1714767884.317","18",
"1714767884.319","18",
"1714767884.321","18",
"1714767884.323","18",
"1714767884.326","18",
"1714767884.327","18",
"1714767884.33","18",
"1714767884.332","19",
"1714767884.334","18",
"1714767884.336","18",
"1714767884.338","18",
"1714767884.34","18",
"1714767884.342","19",
"1714767884.344","18",
"1714767884.347","18",
"1714767884.37","18",
"1714767884.371","18",
"1714767884.374","19",
"1714767884.376","19",
"1714767884.378","19",
"1714767884.38","19",
"1714767884.382","19",
"1714767884.384","19",
"1714767884.386","19",
"1714767884.388","19",
"1714767884.39","19",
"1714767884.392","19",
"1714767884.394","19",
"1714767884.396","19",
"1714767884.398","19",
"1714767884.401","19",
"1714767884.403","19",
"1714767884.405","18",
"1714767884.407","19",
"1714767884.409","19",
"1714767884.411","19",
"1714767884.413","19",
"1714767884.415","19",
"1714767884.417","19",
"1714767884.42","19",
"1714767884.421","19",
"1714767884.424","19",
"1714767884.426","19",
"1714767884.428","19",
"1714767884.43","19",
"1714767884.432","19",
"1714767884.434","19",
"1714767884.436","19",
"1714767884.438","19",
"1714767884.441","19",
"1714767884.443","19",
"1714767884.444","19",
"1714767884.446","19",
"1714767884.449","19",
"1714767884.451","19",
"1714767884.453","19",
"1714767884.455","19",
"1714767884.457","19",
"1714767884.459","19",
"1714767884.461","19",
"1714767884.464","19",
"1714767884.466","19",
"1714767884.468","19",
"1714767884.47","18",
"1714767884.472","19",
"1714767884.474","19",
"1714767884.476","19",
"1714767884.478","19",
"1714767884.481","19",
"1714767884.482","19",
"1714767884.485","19",
"1714767884.486","19",
"1714767884.489","19",
"1714767884.491","19",
"1714767884.493","18",
"1714767884.495","19",
"1714767884.497","19",
"1714767884.499","19",
"1714767884.501","18",
"1714767884.503","19",
"1714767884.506","19",
"1714767884.507","19",
"1714767884.509","19",
"1714767884.511","19",
"1714767884.514","18",
"1714767884.516","19",
"1714767884.518","18",
"1714767884.52","18",
"1714767884.523","19",
"1714767884.524","19",
"1714767884.526","18",
"1714767884.528","19",
"1714767884.53","18",
"1714767884.533","19",
"1714767884.535","19",
"1714767884.536","18",
"1714767884.539","19",
"1714767884.541","18",
"1714767884.543","19",
"1714767884.545","19",
"1714767884.547","18",
"1714767884.549","19",
"1714767884.551","18",
"1714767884.554","19",
"1714767884.556","19",
"1714767884.558","19",
"1714767884.56","18",
"1714767884.562","19",
"1714767884.564","18",
"1714767884.566","19",
"1714767884.568","18",
"1714767884.57","18",
"1714767884.572","19",
"1714767884.574","19",
"1714767884.576","19",
"1714767884.579","19",
"1714767884.581","19",
"1714767884.583","18",
"1714767884.585","19",
"1714767884.587","19",
"1714767884.589","19",
"1714767884.591","18",
"1714767884.593","19",
"1714767884.595","19",
"1714767884.597","19",
"1714767884.599","19",
"1714767884.601","19",
"1714767884.604","19",
"1714767884.606","18",
"1714767884.608","19",
"1714767884.61","19",
"1714767884.612","18",
"1714767884.614","19",
"1714767884.616","18",
"1714767884.618","19",
"1714767884.621","19",
"1714767884.623","19",
"1714767884.624","19",
"1714767884.627","19",
"1714767884.629","18",
"1714767884.631","19",
"1714767884.633","19",
"1714767884.635","19",
"1714767884.637","18",
"1714767884.639","19",
"1714767884.641","19",
"1714767884.643","19",
"1714767884.646","19",
"1714767884.647","19",
"1714767884.649","18",
"1714767884.651","19",
"1714767884.654","19",
"1714767884.656","19",
"1714767884.658","19",
"1714767884.66","19",
"1714767884.662","19",
"1714767884.664","19",
"1714767884.666","18",
"1714767884.669","19",
"1714767884.671","19",
"1714767884.673","19",
"1714767884.675","19",
"1714767884.677","19",
"1714767884.679","19",
"1714767884.682","19",
"1714767884.683","18",
"1714767884.686","19",
"1714767884.687","19",
"1714767884.69","19",
"1714767884.691","19",
"1714767884.694","19",
"1714767884.696","19",
"1714767884.698","19",
"1714767884.7","19",
"1714767884.702","19",
"1714767884.704","19",
"1714767884.706","19",
"1714767884.708","19",
"1714767884.71","19",
"1714767884.713","19",
"1714767884.714","19",
"1714767884.716","18",
"1714767884.719","19",
"1714767884.721","19",
"1714767884.723","19",
"1714767884.725","19",
"1714767884.727","19",
"1714767884.729","19",
"1714767884.731","19",
"1714767884.733","19",
"1714767884.736","19",
"1714767884.738","18",
"1714767884.74","19",
"1714767884.742","19",
"1714767884.744","19",
"1714767884.746","19",
"1714767884.748","19",
"1714767884.75","18",
"1714767884.752","19",
"1714767884.754","19",
"1714767884.757","19",
"1714767884.758","19",
"1714767884.761","19",
"1714767884.762","19",
"1714767884.765","19",
"1714767884.767","19",
"1714767884.769","19",
"1714767884.771","19",
"1714767884.773","19",
"1714767884.775","19",
"1714767884.777","19",
"1714767884.779","19",
"1714767884.781","19",
"1714767884.783","19",
"1714767884.786","19",
"1714767884.788","19",
"1714767884.79","19",
"1714767884.792","19",
"1714767884.794","19",
"1714767884.796","19",
"1714767884.798","19",
"1714767884.8","19",
"1714767884.802","19",
"1714767884.804","19",
"1714767884.807","19",
"1714767884.808","19",
"1714767884.811","19",
"1714767884.812","19",
"1714767884.815","19",
"1714767884.817","19",
"1714767884.819","19",
"1714767884.821","19",
"1714767884.824","19",
"1714767884.825","19",
"1714767884.827","19",
"1714767884.829","19",
"1714767884.832","19",
"1714767884.834","19",
"1714767884.836","19",
"1714767884.838","19",
"1714767884.84","19",
"1714767884.842","19",
"1714767884.844","19",
"1714767884.846","19",
"1714767884.848","19",
"1714767884.85","19",
"1714767884.853","19",
"1714767884.855","19",
"1714767884.857","19",
"1714767884.859","19",
"1714767884.861","19",
"1714767884.863","19",
"1714767884.865","19",
"1714767884.867","19",
"1714767884.869","19",
"1714767884.871","19",
"1714767884.874","19",
"1714767884.875","19",
"1714767884.878","19",
"1714767884.88","19",
"1714767884.882","19",
"1714767884.884","19",
"1714767884.886","19",
"1714767884.888","19",
"1714767884.891","19",
"1714767884.892","19",
"1714767884.895","19",
"1714767884.896","19",
"1714767884.899","19",
"1714767884.901","19",
"1714767884.903","19",
"1714767884.905","19",
"1714767884.907","19",
"1714767884.909","19",
"1714767884.911","19",
"1714767884.913","19",
"1714767884.915","19",
"1714767884.918","19",
"1714767884.919","19",
"1714767884.921","19",
"1714767884.924","19",
"1714767884.926","19",
"1714767884.928","18",
"1714767884.93","18",
"1714767884.932","19",
"1714767884.934","19",
"1714767884.936","19",
"1714767884.938","19",
"1714767884.941","19",
"1714767884.942","19",
"1714767884.945","18",
"1714767884.946","19",
"1714767884.949","19",
"1714767884.951","18",
"1714767884.953","19",
"1714767884.955","19",
"1714767884.957","18",
"1714767884.959","18",
"1714767884.962","18",
"1714767884.963","18",
"1714767884.966","18",
"1714767884.968","18",
"1714767884.97","18",
"1714767884.972","18",
"1714767884.974","18",
"1714767884.976","18",
"1714767884.978","18",
"1714767884.98","18",
"1714767884.982","18",
"1714767884.984","18",
"1714767884.986","18",
"1714767884.988","18",
"1714767884.99","18",
"1714767884.993","18",
"1714767884.995","18",
"1714767884.997","18",
"1714767884.999","18",
"1714767885.001","18",
"1714767885.003","18",
"1714767885.005","18",
"1714767885.007","18",
"1714767885.009","17",
"1714767885.011","17",
"1714767885.014","17",
"1714767885.016","17",
"1714767885.018","17",
"1714767885.019","17",
"1714767885.022","17",
"1714767885.024","17",
"1714767885.026","16",
"1714767885.028","17",
"1714767885.052","17",
"1714767885.053","15",
"1714767885.055","15",
"1714767885.057","15",
"1714767885.059","15",
"1714767885.061","15",
"1714767885.064","15",
"1714767885.066","15",
"1714767885.067","15",
"1714767885.07","14",
"1714767885.072","14",
"1714767885.074","14",
"1714767885.076","14",
"1714767885.078","14",
"1714767885.08","14",
"1714767885.082","14",
"1714767885.084","14",
